Date,Day_of_Week,Month,Year,Open,High,Low,Close,Prev_Close,Daily_Return_Pct,Volume_Shares_Mn,Turnover_Cr,50_Day_MA,200_Day_MA,RSI_14,India_VIX,Advance_Decline_Ratio,Top_Sector,Market_Sentiment,Is_Market_Holiday,Prev_Close_Recomputed,Daily_Return_Pct_Recomputed,Month_Num,Month_Name,Quarter,Day_of_Week_Clean,Daily_Range,Daily_Range_Pct,Rolling_Volatility_20D,Cumulative_Return_Pct,MA_Trend,VIX_Risk_Bucket
2023-03-16,Thursday,March,2023,10999.57,11098.48,10922.11,11020.87,10988.51,0.29,162.7,17832.1,11423.77,12022.34,52.29,36.87,1.08,Pharma,Bearish,No,10988.51,0.2944894257729263,3,March,1,Thursday,176.36999999999898,1.6034263157559705,1.7546076794087415,111.93980769230896,Downtrend,High Volatility
2023-03-17,Friday,March,2023,10999.57,11059.73,10891.6,10927.75,11020.87,-0.84,319.2,33137.3,11399.52,12005.18,69.12,37.64,0.34,Auto,Bearish,No,11020.87,-0.8449423684337152,3,March,1,Friday,168.1299999999992,1.5285142964679457,1.6745429243508059,110.14903846153969,Downtrend,High Volatility
2023-03-20,Monday,March,2023,10911.23,11233.68,10791.01,11111.25,10927.75,1.68,293.5,33274.1,11373.91,11989.29,71.73,37.62,1.96,Realty,Bearish,No,10927.75,1.6792111825398641,3,March,1,Monday,442.6700000000001,4.057012820736068,1.3724046075864669,113.67788461538586,Downtrend,High Volatility
2023-03-21,Tuesday,March,2023,10911.23,11233.68,11078.31,11361.33,11111.25,2.25,276.1,28984.8,11357.77,11976.57,73.41,37.42,2.09,Banking,Bearish,No,11111.25,2.25069186635167,3,March,1,Tuesday,155.3700000000008,1.4239457879634174,1.3467198953131836,118.48711538461667,Downtrend,High Volatility
2023-03-22,Wednesday,March,2023,11352.07,11444.48,11078.31,11328.33,11361.33,-0.29,274.4,31920.1,11344.95,11962.33,67.14,36.53,0.81,Unknown,Bearish,No,11361.33,-0.29045895154880635,3,March,1,Wednesday,366.1700000000001,3.2255791234550184,1.2498840577786703,117.8525000000013,Downtrend,High Volatility
2023-03-23,Thursday,March,2023,11335.18,11516.44,11078.31,11476.58,11328.33,1.31,313.1,38756.8,11336.97,11949.43,68.88,36.99,1.32,Banking,Bearish,No,11328.33,1.3086659728309469,3,March,1,Thursday,438.130000000001,3.865223137171187,1.1104491528353426,120.70346153846283,Downtrend,High Volatility
2023-03-24,Friday,March,2023,11437.77,11510.15,11335.4,11407.58,11476.58,-0.6,299.3,35923.7,11326.51,11935.28,66.67,36.29,0.54,Banking,Bearish,No,11476.58,-0.6012244065740839,3,March,1,Friday,174.75,1.5278327855867009,1.1249848348266347,119.37653846153972,Downtrend,High Volatility
2023-03-27,Monday,March,2023,11405.61,11495.48,11252.32,11341.69,11407.58,-0.58,172.0,20089.8,11315.91,11923.06,67.26,35.27,0.89,Pharma,Bearish,No,11407.58,-0.5775984038683,3,March,1,Monday,243.15999999999985,2.131933320532614,1.0257543187296896,118.10942307692436,Downtrend,High Volatility
2023-03-28,Tuesday,March,2023,11347.65,11785.69,11261.44,11696.83,11341.69,3.13,416.0,51952.1,11310.16,11913.44,72.33,33.13,2.13,FMCG,Bearish,No,11341.69,3.131279377235662,3,March,1,Tuesday,524.25,4.619899274299084,1.1919356401952932,124.93903846153972,Downtrend,High Volatility
2023-03-29,Wednesday,March,2023,11715.58,11978.46,11261.44,11865.75,11696.83,1.44,398.4,49446.0,11310.61,11904.43,79.26,33.52,1.7,IT,Bearish,No,11696.83,1.4441519625402788,3,March,1,Wednesday,717.0199999999986,6.120226228663016,1.1873755385122124,128.1875000000013,Downtrend,High Volatility
2023-03-30,Thursday,March,2023,11877.77,12123.19,11773.19,12017.38,11865.75,1.28,280.5,33908.7,11310.66,11896.79,85.29,32.67,1.51,Banking,Bearish,No,11865.75,1.2778796114868356,3,March,1,Thursday,350.0,2.9466810689211864,1.1515342393781678,131.10346153846288,Downtrend,High Volatility
2023-03-31,Friday,March,2023,12005.36,12327.94,11958.23,12279.73,12017.38,2.18,320.4,39510.0,11317.85,11890.94,86.38,32.29,1.46,Pharma,Bearish,No,12017.38,2.1830881606473325,3,March,1,Friday,369.71000000000095,3.079541138291571,1.2111768257843294,136.14865384615524,Downtrend,High Volatility
2023-04-03,Monday,April,2023,12290.22,12834.77,12109.02,12648.29,12279.73,3.0,282.3,32899.6,11326.59,11888.16,88.08,31.48,1.78,FMCG,Bearish,No,12279.73,3.0013689226066154,4,April,2,Monday,725.75,5.905101780114595,1.3100112947691027,143.2363461538476,Downtrend,High Volatility
2023-04-04,Tuesday,April,2023,12685.5,12779.03,12402.3,12494.42,12648.29,-1.22,286.5,35327.0,11337.69,11886.28,82.24,31.59,0.64,Banking,Bearish,No,12648.29,-1.2165280840335002,4,April,2,Tuesday,376.7300000000014,2.96976863347918,1.34361808656966,140.27730769230914,Downtrend,High Volatility
2023-04-05,Wednesday,April,2023,12438.79,12508.6,12406.48,12476.19,12494.42,-0.15,165.9,20790.9,11354.49,11885.92,81.34,32.12,0.74,Realty,Bearish,No,12494.42,-0.14590513205094405,4,April,2,Wednesday,102.1200000000008,0.8209801757244941,1.3559934337098822,139.92673076923222,Downtrend,High Volatility
2023-04-06,Thursday,April,2023,12470.0,12519.67,12458.91,12476.19,12476.19,0.26,303.0,37672.9,11375.45,11885.93,84.96,32.16,1.5,IT,Bearish,No,12476.19,0.0,4,April,2,Thursday,60.76000000000022,0.4872493985565374,1.3151542122402213,139.92673076923222,Downtrend,High Volatility
2023-04-07,Friday,April,2023,12516.38,12620.28,12087.6,12188.78,12508.55,-2.56,496.8,63896.6,11385.67,11884.06,72.48,34.26,0.2,IT,Bearish,No,12476.19,-2.303668026857557,4,April,2,Friday,532.6800000000003,4.255863116971524,1.4382908972459783,134.39961538461685,Downtrend,High Volatility
2023-04-10,Monday,April,2023,12155.06,12377.13,12102.85,12324.2,12188.78,1.11,267.3,48481.6,11400.38,11884.11,71.09,33.69,0.94,FMCG,Bearish,No,12188.78,1.111021775764269,4,April,2,Monday,274.27999999999884,2.2565088119680103,1.4381241352212535,137.00384615384763,Downtrend,High Volatility
2023-04-11,Tuesday,April,2023,12358.57,12485.75,12059.72,12185.12,12324.2,-1.13,225.7,29123.9,11413.75,11883.16,67.94,33.79,0.6,IT,Bearish,No,12324.2,-1.128511384106067,4,April,2,Tuesday,426.03000000000065,3.4472434917632113,1.4891900217012781,134.32923076923223,Downtrend,High Volatility
2023-04-12,Wednesday,April,2023,12207.03,12629.62,12107.01,12526.98,12185.12,2.81,312.2,40999.5,11438.36,11884.09,70.34,33.15,1.88,IT,Bearish,No,12185.12,2.8055530023503974,4,April,2,Wednesday,522.6100000000006,4.2812215583970925,1.5679937118690843,140.903461538463,Downtrend,High Volatility
2023-04-13,Thursday,April,2023,12564.49,12933.93,12266.03,12633.83,12526.98,0.85,298.6,40748.8,11462.13,11884.76,73.4,32.38,1.69,Realty,Bearish,No,12526.98,0.8529589733519201,4,April,2,Thursday,667.8999999999996,5.315774854371325,1.5659459864786671,142.9582692307707,Downtrend,High Volatility
2023-04-14,Friday,April,2023,12715.69,12950.48,12678.1,12912.3,12633.83,2.2,314.0,39518.5,11489.61,11887.7,77.72,30.86,1.75,IT,Bearish,No,12633.83,2.204161366743097,4,April,2,Friday,272.3799999999992,2.142078015428177,1.5563376647233504,148.31346153846306,Downtrend,High Volatility
2023-04-17,Monday,April,2023,12925.09,13325.1,12767.01,13164.09,12912.3,1.95,316.5,38969.0,11513.68,11892.89,76.88,30.17,1.83,Auto,Bearish,No,12912.3,1.9500011616830533,4,April,2,Monday,558.0900000000001,4.317880958662571,1.5650907488534898,153.15557692307848,Downtrend,High Volatility
2023-04-18,Tuesday,April,2023,13152.91,13510.83,13105.01,13461.81,13164.09,2.26,477.8,67647.6,11538.96,11899.8,77.92,30.28,1.71,Banking,Bearish,No,13164.09,2.261607144891894,4,April,2,Tuesday,405.8199999999997,3.0854008732668263,1.5656019964900358,158.8809615384631,Downtrend,High Volatility
2023-04-19,Wednesday,April,2023,13499.71,13736.01,13346.84,13582.21,13461.81,0.89,199.3,27548.1,11572.52,11905.97,77.68,29.95,1.6,Banking,Bearish,No,13461.81,0.8943819590381951,4,April,2,Wednesday,389.1700000000001,2.8828026676128604,1.541879888425696,161.19634615384774,Downtrend,Elevated
2023-04-20,Thursday,April,2023,13558.25,13743.9,13160.28,13342.98,13582.21,-1.76,325.6,45291.1,11602.58,11910.58,68.96,29.38,0.81,Banking,Bearish,No,13582.21,-1.7613481163963713,4,April,2,Thursday,583.619999999999,4.3045378275219806,1.6504221058449438,156.5957692307708,Downtrend,Elevated
2023-04-21,Friday,April,2023,13361.56,13450.05,12980.9,13067.44,13342.98,-2.07,348.3,50035.6,11630.69,11913.32,57.73,31.39,0.2,Auto,Bearish,No,13342.98,-2.065055932033167,4,April,2,Friday,469.14999999999964,3.5111918069446952,1.7441870102794184,151.29692307692463,Downtrend,High Volatility
2023-04-24,Monday,April,2023,13108.09,13387.68,13041.46,13319.97,13067.44,1.93,377.8,47248.5,11665.31,11917.57,64.69,30.77,1.47,FMCG,Bearish,No,13067.44,1.9325131777915097,4,April,2,Monday,346.22000000000116,2.6412696281456807,1.7380229048289824,156.15326923077077,Downtrend,High Volatility
2023-04-25,Tuesday,April,2023,13353.22,13468.58,13254.76,13369.99,13319.97,0.38,186.9,24544.0,11698.82,11921.73,65.73,29.98,1.06,IT,Bearish,No,13319.97,0.37552637130564437,4,April,2,Tuesday,213.8199999999997,1.6012617181473812,1.6523916054116796,157.1151923076939,Downtrend,Elevated
2023-04-26,Wednesday,April,2023,13426.44,13493.95,13259.73,13326.74,13369.99,-0.32,325.2,40674.9,11742.37,11925.66,64.34,29.74,1.17,Pharma,Bearish,No,13369.99,-0.3234856570573351,4,April,2,Wednesday,234.22000000000116,1.744468377321175,1.6568411447759945,156.28346153846314,Downtrend,Elevated
2023-04-27,Thursday,April,2023,13315.82,13576.81,13123.51,13383.52,13326.74,0.43,257.0,36876.4,11782.87,11930.92,73.07,29.14,0.95,Auto,Bearish,No,13326.74,0.4260606870097312,4,April,2,Thursday,453.2999999999993,3.4042214448678285,1.6493019050558102,157.3753846153862,Downtrend,Elevated
2023-04-28,Friday,April,2023,13411.99,13520.23,13123.51,13423.45,13383.52,0.3,185.1,39537.4,11823.28,11935.69,72.04,28.26,0.43,Auto,Bearish,No,13383.52,0.2983520030604825,4,April,2,Friday,396.71999999999935,2.9579503116241463,1.6044773801212389,158.1432692307708,Downtrend,Elevated
2023-05-01,Monday,May,2023,13427.19,13520.23,13296.17,13434.5,13423.45,0.08,213.3,26565.2,11874.33,11940.03,76.41,28.42,1.27,IT,Bearish,No,13423.45,0.08231862896646742,5,May,2,Monday,224.0599999999995,1.668703578336193,1.4896414662841786,158.35576923077076,Downtrend,Elevated
2023-05-02,Tuesday,May,2023,13444.71,13937.45,13311.94,13801.16,13434.5,2.73,413.0,54124.6,11927.18,11945.92,76.65,27.52,1.68,IT,Bearish,No,13434.5,2.7292418772563165,5,May,2,Tuesday,625.5100000000002,4.652461823274733,1.5370148757263695,165.4069230769246,Downtrend,Elevated
2023-05-03,Wednesday,May,2023,13811.65,14482.14,13651.87,14316.52,13801.16,3.73,524.9,79225.3,11994.98,11954.37,80.06,27.33,2.14,Metal,Bearish,No,13801.16,3.734178866124301,5,May,2,Wednesday,830.2699999999986,6.011374455622598,1.6874132216743751,175.3176923076939,Uptrend,Elevated
2023-05-04,Thursday,May,2023,14339.67,14428.46,14188.94,14277.34,14316.52,-0.27,212.6,31133.4,12067.3,11962.4,76.67,27.28,0.79,Auto,Bearish,No,14316.52,-0.2736698583175261,5,May,2,Thursday,239.51999999999862,1.6703313256162704,1.6945154112377767,174.56423076923238,Uptrend,Elevated
2023-05-05,Friday,May,2023,14275.91,14433.94,14062.46,14219.87,14277.34,-0.4,367.2,51052.1,12138.89,11970.51,72.32,27.35,0.24,IT,Bearish,No,14277.34,-0.40252596071816843,5,May,2,Friday,371.4800000000014,2.602145852698717,1.5662007045793425,173.45903846154008,Uptrend,Elevated
2023-05-08,Monday,May,2023,14159.27,14496.83,13972.29,14307.89,14219.87,0.62,325.3,43366.5,12216.17,11979.29,69.63,27.39,0.85,Auto,Bearish,No,14219.87,0.6189930006392366,5,May,2,Monday,524.539999999999,3.7045695152363014,1.5646764116947132,175.15173076923233,Uptrend,Elevated
2023-05-09,Tuesday,May,2023,14314.51,14420.11,14035.41,14139.72,14307.89,-1.18,248.8,33924.5,12288.75,11987.2,62.65,26.57,0.86,IT,Bearish,No,14307.89,-1.1753654801651403,5,May,2,Tuesday,384.7000000000007,2.6874828408377285,1.5676858647225544,171.91769230769384,Uptrend,Elevated
2023-05-10,Wednesday,May,2023,14155.07,14192.84,13954.32,13991.65,14139.72,-1.05,309.1,45353.7,12355.1,11995.03,65.36,26.4,0.64,Banking,Bearish,No,14139.72,-1.0471918821589092,5,May,2,Wednesday,238.52000000000044,1.6850499503004963,1.5393248152535417,169.07019230769387,Uptrend,Elevated
2023-05-11,Thursday,May,2023,13989.89,14203.91,13801.38,14015.07,13991.65,0.17,280.7,38411.5,12417.68,12002.21,75.48,26.8,1.34,IT,Bearish,No,13991.65,0.16738554780887224,5,May,2,Thursday,402.53000000000065,2.877292101653413,1.5402216525256398,169.52057692307844,Uptrend,Elevated
2023-05-12,Friday,May,2023,14033.38,14155.39,13469.13,13587.27,14015.07,-3.05,363.0,48952.8,12470.17,12007.22,56.57,30.17,0.47,Auto,Bearish,No,14015.07,-3.0524285643953206,5,May,2,Friday,686.2600000000002,4.890197514782613,1.681735818516605,161.29365384615534,Uptrend,High Volatility
2023-05-15,Monday,May,2023,13582.24,13691.13,13258.24,13365.39,13587.27,-1.63,264.3,36092.2,12518.7,12010.43,49.9,30.68,0.2,FMCG,Bearish,No,13587.27,-1.6329991234442316,5,May,2,Monday,432.8899999999994,3.1871767838000173,1.684021612084696,157.02673076923222,Uptrend,High Volatility
2023-05-16,Tuesday,May,2023,13354.52,13497.51,13160.62,13303.06,13365.39,-0.47,235.4,33901.4,12567.55,12013.78,49.47,30.35,0.74,Banking,Bearish,No,13365.39,-0.46635376895099906,5,May,2,Tuesday,336.8899999999994,2.5226664829585745,1.607556572856232,155.82807692307833,Uptrend,High Volatility
2023-05-17,Wednesday,May,2023,13358.58,13905.8,13175.34,13717.64,13303.06,3.12,347.9,45338.5,12622.69,12019.5,56.47,30.11,2.01,Metal,Bearish,No,13303.06,3.1164258448808013,5,May,2,Wednesday,730.4599999999991,5.468096159921183,1.7468022035804092,163.80076923077073,Uptrend,High Volatility
2023-05-18,Thursday,May,2023,13810.52,13908.74,13649.17,13746.94,13717.64,0.21,247.2,33629.0,12680.42,12025.75,56.29,30.11,1.52,FMCG,Bearish,No,13717.64,0.2135935919006556,5,May,2,Thursday,259.5699999999997,1.8795092436780056,1.6931812271210163,164.36423076923225,Uptrend,High Volatility
2023-05-19,Friday,May,2023,13783.22,14124.38,13603.73,13942.81,13746.94,1.42,421.2,56499.3,12743.97,12033.26,59.21,29.89,1.15,Energy,Bearish,No,13746.94,1.4248261794988484,5,May,2,Friday,520.6499999999996,3.7774192097347328,1.6301592541537269,168.130961538463,Uptrend,Elevated
2023-05-22,Monday,May,2023,13918.78,14034.14,13575.25,13688.71,13942.81,-1.82,340.3,46267.7,12800.02,12039.17,47.87,29.89,0.49,IT,Bearish,No,13942.81,-1.822444686544537,5,May,2,Monday,458.8899999999994,3.29691251675793,1.6528371825781443,163.2444230769245,Uptrend,Elevated
2023-05-23,Tuesday,May,2023,13697.95,13934.58,13554.19,13789.85,13688.71,0.74,365.2,52339.3,12856.2,12045.96,52.29,30.51,1.63,Realty,Bearish,No,13688.71,0.7388570581157848,5,May,2,Tuesday,380.3899999999994,2.7769848772991534,1.6574422551219838,165.18942307692456,Uptrend,High Volatility
2023-05-24,Wednesday,May,2023,13697.95,13872.93,13469.52,13545.0,13789.85,-1.78,344.5,46495.1,12907.33,12050.71,34.97,30.74,0.67,Energy,Bearish,No,13789.85,-1.7755813152427353,5,May,2,Wednesday,403.40999999999985,2.945039221197331,1.7110292060953278,160.48076923077068,Uptrend,High Volatility
2023-05-25,Thursday,May,2023,13572.25,13904.02,13477.45,13807.58,13545.0,1.94,488.7,71992.4,12963.06,12057.13,42.2,30.09,1.8,FMCG,Bearish,No,13545.0,1.9385751199704684,5,May,2,Thursday,426.5699999999997,3.1429571368048754,1.7591763622590488,165.53038461538608,Uptrend,High Volatility
2023-05-26,Friday,May,2023,13815.37,14313.51,13644.91,14139.05,13807.58,2.4,288.4,41211.4,13027.29,12065.87,47.07,30.58,1.58,Metal,Bearish,No,13807.58,2.40063791048105,5,May,2,Friday,668.6000000000004,4.839537413764527,1.8286410890225901,171.90480769230913,Uptrend,High Volatility
2023-05-29,Monday,May,2023,14165.14,14444.36,14163.12,14442.3,14139.05,2.14,201.0,28365.8,13093.91,12077.17,55.01,30.5,2.04,Pharma,Bearish,No,14139.05,2.1447692737489437,5,May,2,Monday,281.2399999999998,1.9854374894988667,1.8747275568799735,177.7365384615399,Uptrend,High Volatility
2023-05-30,Tuesday,May,2023,14519.79,14676.63,13808.34,13959.12,14442.3,-3.35,409.5,60390.2,13145.86,12085.74,49.52,33.43,0.2,FMCG,Bearish,No,14442.3,-3.345588998982146,5,May,2,Tuesday,868.289999999999,5.980045165942475,1.9638919305497187,168.4446153846168,Uptrend,High Volatility
2023-05-31,Wednesday,May,2023,13881.93,14014.06,13704.57,13959.12,13959.12,-0.88,288.4,39355.7,13196.02,12095.07,47.41,33.12,0.86,Realty,Bearish,No,13959.12,0.0,5,May,2,Wednesday,309.4899999999998,2.2294450411434132,1.7651735791466234,168.4446153846168,Uptrend,High Volatility
2023-06-01,Thursday,June,2023,13881.93,14017.56,13510.49,13711.28,13836.26,-0.9,360.1,49527.9,13240.72,12103.11,51.97,32.95,0.2,IT,Bearish,No,13959.12,-1.7754700869395785,6,June,2,Thursday,507.0699999999997,3.652734165926494,1.8039522660345688,163.67846153846295,Uptrend,High Volatility
2023-06-02,Friday,June,2023,13750.74,14179.15,13585.4,14010.68,13711.28,2.18,441.1,67915.3,13292.78,12111.19,59.99,32.91,2.26,IT,Bearish,No,13711.28,2.1836035731164385,6,June,2,Friday,593.75,4.317949433994098,1.8787935665696616,169.4361538461553,Uptrend,High Volatility
2023-06-05,Monday,June,2023,14008.82,14130.8,13874.28,13996.15,14010.68,-0.1,131.6,19474.1,13345.87,12120.37,60.89,33.76,0.62,Metal,Bearish,No,14010.68,-0.10370660096441182,6,June,2,Monday,256.5199999999986,1.8311321010620354,1.8720397577825412,169.15673076923218,Uptrend,High Volatility
2023-06-06,Tuesday,June,2023,14021.04,14061.88,13812.73,13853.08,13996.15,-1.02,261.3,38769.2,13388.99,12127.16,52.33,33.1,0.52,Pharma,Bearish,No,13996.15,-1.0222096790903192,6,June,2,Tuesday,249.14999999999964,1.7769723215966835,1.86768920713527,166.40538461538603,Uptrend,High Volatility
2023-06-07,Wednesday,June,2023,13845.19,13923.8,13586.82,13664.4,13853.08,-1.36,297.4,41392.6,13424.97,12132.87,48.66,32.66,1.05,IT,Bearish,No,13853.08,-1.3620075824293247,6,June,2,Wednesday,336.97999999999956,2.4339138718934126,1.8775192833635528,162.77692307692448,Uptrend,High Volatility
2023-06-08,Thursday,June,2023,13728.36,13825.73,13256.4,13351.09,13664.4,-2.29,268.1,34707.7,13451.64,12137.37,40.72,34.32,0.37,IT,Bearish,No,13664.4,-2.2928924797283416,6,June,2,Thursday,569.3299999999999,4.147108613119119,1.9385794999855308,156.75173076923215,Uptrend,High Volatility
2023-06-09,Friday,June,2023,13397.6,13626.92,13256.4,13439.2,13351.09,0.66,244.4,36072.6,13474.83,12140.23,45.87,33.92,1.0,Banking,Bearish,No,13351.09,0.6599461167590105,6,June,2,Friday,370.52000000000044,2.7655699528273754,1.8281403284400473,158.44615384615523,Uptrend,High Volatility
2023-06-12,Monday,June,2023,13451.24,13682.31,13300.54,13530.72,13439.2,0.68,319.3,40991.7,13492.48,12145.1,45.7,33.26,1.26,IT,Bearish,No,13439.2,0.6809929162450042,6,June,2,Monday,381.7699999999986,2.838177000782074,1.7948642308175848,160.2061538461552,Uptrend,High Volatility
2023-06-13,Tuesday,June,2023,13598.68,13882.89,13533.14,13816.3,13530.72,2.11,393.1,58361.6,13518.92,12151.27,52.29,32.98,1.79,Banking,Bearish,No,13530.72,2.1106046093629898,6,June,2,Tuesday,349.75,2.5719408060194078,1.8455997612887802,165.69807692307825,Uptrend,High Volatility
2023-06-14,Wednesday,June,2023,13829.14,14043.22,13696.22,13909.53,13816.3,0.67,276.0,41548.3,13547.58,12157.51,51.77,33.03,1.35,Banking,Bearish,No,13816.3,0.6747826842208217,6,June,2,Wednesday,347.0,2.509194353372661,1.7193619162758547,167.49096153846295,Uptrend,High Volatility
2023-06-15,Thursday,June,2023,13912.29,13998.06,13718.11,13803.21,13909.53,-0.76,360.3,52891.6,13573.48,12164.61,43.68,34.1,0.68,Energy,Bearish,No,13909.53,-0.7643680268132822,6,June,2,Thursday,279.9499999999989,2.0122496008924404,1.7293467569270915,165.44634615384751,Uptrend,High Volatility
2023-06-16,Friday,June,2023,13864.09,14342.81,13788.99,14265.54,13803.21,3.35,403.0,53052.9,13615.01,12174.13,46.86,33.72,2.02,Banking,Bearish,No,13803.21,3.3494382828342233,6,June,2,Friday,553.8199999999997,3.994636503369494,1.8594301069685204,174.33730769230914,Uptrend,High Volatility
2023-06-19,Monday,June,2023,14205.66,14355.02,14044.31,14193.54,14265.54,-0.5,322.1,48955.2,13652.4,12183.23,54.87,34.03,1.04,FMCG,Bearish,No,14265.54,-0.5047127553531097,6,June,2,Monday,310.71000000000095,2.187226781437828,1.8092417942016794,172.95269230769375,Uptrend,High Volatility
2023-06-20,Tuesday,June,2023,14200.69,14648.99,14095.29,14541.06,14193.54,2.45,289.2,43430.2,13699.52,12194.19,63.4,34.73,1.74,FMCG,Bearish,No,14193.54,2.4484378104405145,6,June,2,Tuesday,553.6999999999989,3.8991063110313577,1.875376896834281,179.63576923077068,Uptrend,High Volatility
2023-06-21,Wednesday,June,2023,14556.47,14845.84,14507.81,14796.38,14541.06,1.76,259.9,39846.5,13744.9,12206.36,69.65,33.05,1.26,Realty,Bearish,No,14541.06,1.7558554878392616,6,June,2,Wednesday,338.03000000000065,2.322197620714367,1.8372882499844205,184.54576923077067,Uptrend,High Volatility
2023-06-22,Thursday,June,2023,14786.5,14953.7,14558.81,14725.32,14796.38,-0.48,368.8,57419.1,13786.73,12219.59,64.11,32.93,0.75,FMCG,Bearish,No,14796.38,-0.48025260232570055,6,June,2,Thursday,394.89000000000124,2.670611706624294,1.8142223138348326,183.17923076923225,Uptrend,High Volatility
2023-06-23,Friday,June,2023,14692.39,14818.86,14281.56,14405.56,14725.32,-2.17,301.7,43379.3,13816.6,12231.74,57.21,34.43,0.27,Banking,Bearish,No,14725.32,-2.171497801066464,6,June,2,Friday,537.3000000000011,3.65699521997443,1.828625508945456,177.0300000000014,Uptrend,High Volatility
2023-06-26,Monday,June,2023,14402.45,14643.78,14308.34,14548.71,14405.56,0.99,330.0,45775.0,13844.29,12246.33,62.26,33.3,1.43,Banking,Bearish,No,14405.56,0.9937135383837882,6,June,2,Monday,335.4400000000005,2.3290481827744616,1.7786205138228293,179.782884615386,Uptrend,High Volatility
2023-06-27,Tuesday,June,2023,14482.79,15005.82,14280.47,14799.08,14548.71,1.72,273.0,41007.0,13871.04,12261.32,69.57,32.89,1.63,Pharma,Bearish,No,14548.71,1.720908589146397,6,June,2,Tuesday,725.3500000000004,5.0083581961762915,1.6233040371755048,184.5976923076937,Uptrend,High Volatility
2023-06-28,Wednesday,June,2023,14868.05,15356.91,14685.82,15170.97,14799.08,2.51,366.0,51180.0,13902.81,12276.82,80.76,33.97,1.44,Banking,Bearish,No,14799.08,2.512926479213569,6,June,2,Wednesday,671.0900000000001,4.51363830495593,1.6941553601563388,191.7494230769245,Uptrend,High Volatility
2023-06-29,Thursday,June,2023,15243.95,15373.32,14991.34,15119.65,15170.97,-0.34,228.8,35803.2,13938.35,12291.5,78.76,24.57,1.04,Realty,Bearish,No,15170.97,-0.33827764473860084,6,June,2,Thursday,381.97999999999956,2.5057809819633334,1.6247094650762552,190.7625000000014,Uptrend,Elevated
2023-06-30,Friday,June,2023,15122.98,15140.41,15031.26,15048.6,15119.65,-0.47,286.6,42982.1,13977.97,12306.17,76.16,34.81,0.78,Unknown,Bearish,No,15119.65,-0.4699182851454846,6,June,2,Friday,109.14999999999964,0.7217492848631661,1.5881420162601056,189.39615384615527,Uptrend,High Volatility
2023-07-03,Monday,July,2023,15122.98,15347.73,14847.5,15159.12,15048.6,0.73,299.1,45362.1,14014.75,12321.44,52.29,35.31,1.07,FMCG,Bearish,No,15048.6,0.734420477652409,7,July,3,Monday,500.22999999999956,3.3077475471104214,1.5860439893582778,191.52153846153993,Uptrend,High Volatility
2023-07-04,Tuesday,July,2023,15091.95,15417.84,15000.4,15324.87,15159.12,1.09,234.4,33664.3,14053.85,12337.06,75.29,35.15,1.64,Pharma,Bearish,No,15159.12,1.093401200069661,7,July,3,Tuesday,417.4400000000005,2.7659778888745357,1.5556282264070802,194.70903846153996,Uptrend,High Volatility
2023-07-05,Wednesday,July,2023,15294.81,15659.93,15182.11,15545.38,15324.87,1.44,335.9,39537.4,14098.22,12354.5,79.91,34.43,1.26,Banking,Bearish,No,15324.87,1.4389029074961053,7,July,3,Wednesday,477.8199999999997,3.1240662682308558,1.5026881800583392,198.94961538461692,Uptrend,High Volatility
2023-07-06,Thursday,July,2023,15614.54,16027.07,15508.53,15918.99,15545.38,2.4,268.8,43742.5,14148.93,12373.15,79.28,34.32,2.34,IT,Bearish,No,15545.38,2.403350706126197,7,July,3,Thursday,518.539999999999,3.3208791293243287,1.3792193627805927,206.1344230769247,Uptrend,High Volatility
2023-07-07,Friday,July,2023,15919.38,15964.23,15529.9,15573.78,15918.99,-2.17,434.4,69801.6,14191.94,12389.22,72.28,35.82,0.78,Banking,Bearish,No,15918.99,-2.1685420997186324,7,July,3,Friday,434.3299999999999,2.7283097708579103,1.5399619713616461,199.49576923077083,Uptrend,High Volatility
2023-07-10,Monday,July,2023,15549.78,15806.56,15529.9,15653.0,15573.78,0.51,266.9,41763.6,14236.31,12406.49,69.65,34.48,1.47,Metal,Bearish,No,15573.78,0.508675478913914,7,July,3,Monday,276.65999999999985,1.7791891589462994,1.5408561013618929,201.01923076923237,Uptrend,High Volatility
2023-07-11,Tuesday,July,2023,15655.18,15961.77,15582.71,15888.22,15653.0,1.5,267.3,18807.5,14278.05,12424.55,69.44,33.4,1.3,FMCG,Bearish,No,15653.0,1.5027151344790095,7,July,3,Tuesday,379.0600000000013,2.4213071967233932,1.5182767685078353,205.5426923076939,Uptrend,High Volatility
2023-07-12,Wednesday,July,2023,15862.51,16229.41,15710.19,16075.05,15888.22,1.18,199.6,32494.7,14313.22,12444.01,73.08,32.47,1.57,Energy,Bearish,No,15888.22,1.1759026498877783,7,July,3,Wednesday,519.2199999999993,3.2732524676107335,1.5217612558349536,209.13557692307853,Uptrend,High Volatility
2023-07-13,Thursday,July,2023,15999.02,16067.11,15915.72,15983.74,16075.05,-0.57,289.6,49512.4,14347.35,12464.9,79.27,32.68,0.89,Metal,Bearish,No,16075.05,-0.5680231165688411,7,July,3,Thursday,151.39000000000124,0.9462454575342817,1.5121685316846782,207.379615384617,Uptrend,High Volatility
